12,asl2english,fork,Fork,confident,"Tue Dec 05 2017 12:04:04 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:06:08 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,coat,Coat,confident,"Tue Dec 05 2017 12:06:28 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:07:22 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,fork,fork,confident,"Tue Dec 05 2017 12:14:22 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:14:25 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,coat,coat,confident,"Tue Dec 05 2017 12:14:40 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:14:43 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,grow,grow,confident,"Tue Dec 05 2017 12:14:55 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:14:58 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,argue,hurt,"somewhat confident","Tue Dec 05 2017 12:15:16 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:18:04 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,sheep,Sheep,confident,"Tue Dec 05 2017 12:18:27 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:19:13 GMT-0500 (Eastern Standard Time)",,,
12,asl2english,,,,,,easy,"somewhat easy","I liked that you could choose different hand shapes for the start and end of a sign.","I would not make every video that is a result play at once. It causes them to lag."
12,handspeak,emphasize,"could not find",confident,"Tue Dec 05 2017 12:20:36 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:23:16 GMT-0500 (Eastern Standard Time)",,,
12,handspeak,for,for,confident,"Tue Dec 05 2017 12:23:38 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:24:13 GMT-0500 (Eastern Standard Time)",,,
12,handspeak,urge,"could not find",confident,"Tue Dec 05 2017 12:24:31 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:26:02 GMT-0500 (Eastern Standard Time)",,,
12,handspeak,addicted,addictive,confident,"Tue Dec 05 2017 12:26:20 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:26:43 GMT-0500 (Eastern Standard Time)",,,
12,handspeak,hurry,"could not find",confident,"Tue Dec 05 2017 12:26:59 GMT-0500 (Eastern Standard Time)","Tue Dec 05 2017 12:28:24 GMT-0500 (Eastern Standard Time)",,,
12,handspeak,,,,,,"somewhat difficult","somewhat difficult","I liked how clean the quality of the videos were.","I would give more categories about what the sign looks like in order to give more information about the sign."
