16,asl2english,fork,fork,"somewhat unsure",2017-12-07T17:31:00.756Z,2017-12-07T17:35:20.648Z,,,
16,asl2english,coat,coat,confident,2017-12-07T17:35:40.184Z,2017-12-07T17:36:34.426Z,,,
16,asl2english,grow,"not found",confident,2017-12-07T17:36:51.441Z,2017-12-07T17:38:58.771Z,,,
16,asl2english,argue,argue,"somewhat unsure",2017-12-07T17:39:21.947Z,2017-12-07T17:40:16.011Z,,,
16,asl2english,sheep,sheep,"somewhat confident",2017-12-07T17:40:29.292Z,2017-12-07T17:41:21.532Z,,,
16,asl2english,,,,,,"somewhat difficult","somewhat easy","I liked that it had several options for the hand-shapes.","The quality of the videos "
16,handspeak,emphasize,"not found",confident,2017-12-07T17:42:14.790Z,2017-12-07T17:43:15.134Z,,,
16,handspeak,for,think,"somewhat confident",2017-12-07T17:43:33.094Z,2017-12-07T17:44:00.727Z,,,
16,handspeak,urge,"not found",confident,2017-12-07T17:44:14.846Z,2017-12-07T17:44:41.695Z,,,
16,handspeak,addicted,"hooked on",confident,2017-12-07T17:44:57.078Z,2017-12-07T17:45:32.975Z,,,
16,handspeak,hurry,"not found",unsure,2017-12-07T17:45:48.495Z,2017-12-07T17:46:17.553Z,,,
16,handspeak,,,,,,difficult,"somewhat difficult","I liked the video qualities of the people signing.","I would change the way some of the hand-shapes are described."
