15,handspeak,emphasize,"Not found",unsure,2017-12-07T17:06:53.753Z,2017-12-07T17:10:01.397Z,,,
15,handspeak,for,"what for","somewhat confident",2017-12-07T17:10:29.565Z,2017-12-07T17:11:11.430Z,,,
15,handspeak,urge,"Not found",unsure,2017-12-07T17:11:27.927Z,2017-12-07T17:12:23.719Z,,,
15,handspeak,addicted,lie,"somewhat unsure",2017-12-07T17:12:45.190Z,2017-12-07T17:16:01.185Z,,,
15,handspeak,hurry,rush,confident,2017-12-07T17:16:22.514Z,2017-12-07T17:16:55.866Z,,,
15,handspeak,,,,,,"somewhat easy","somewhat difficult","That it gave you multiple options. I think it would be useful to learning ASL because you can look up what you were trying to find.","The handshape part was alittle bit confusing. "
15,asl2english,fork,Fork,"somewhat unsure",2017-12-07T17:18:13.188Z,2017-12-07T17:19:59.110Z,,,
15,asl2english,coat,"Not Found",unsure,2017-12-07T17:20:16.838Z,2017-12-07T17:22:15.559Z,,,
15,asl2english,grow,rise,"somewhat confident",2017-12-07T17:22:49.103Z,2017-12-07T17:23:36.704Z,,,
15,asl2english,argue,hurt,unsure,2017-12-07T17:23:50.096Z,2017-12-07T17:25:00.656Z,,,
15,asl2english,sheep,Sheep,confident,2017-12-07T17:25:16.680Z,2017-12-07T17:26:02.689Z,,,
15,asl2english,,,,,,"somewhat easy","somewhat easy","I liked that it gave options and asked more questions but most of the time I wouldn't get the right results.","I would probably have better video qualities because it was hard to see video "
